producto,old_price,current_price,url,stock,descuento
Mage Wars Arena: Spellbook Pack 3,15.99,9.75,https://gamersguildaz.com/products/mage-wars-arena-spellbook-pack-3,No,0.3902439024390244
Clinic: Deluxe Edition - 2nd Extension,49.95,30.46,https://gamersguildaz.com/products/clinic-deluxe-edition-2nd-extension,Sí,0.3901901901901902
Clinic: Deluxe Edition - The Extension,49.95,30.46,https://gamersguildaz.com/products/clinic-deluxe-edition-the-extension,Sí,0.3901901901901902
Clinic: Deluxe Edition - 3rd Extension,49.95,30.46,https://gamersguildaz.com/products/clinic-deluxe-edition-3rd-extension,Sí,0.3901901901901902
The Scarlet Pimpernel (Signature Edition),69.99,42.69,https://gamersguildaz.com/products/scarlet-pimpernel-signature-edition,Sí,0.39005572224603513
Mage Wars Arena: Druid vs Necromancer Expansion Set,40.0,24.4,https://gamersguildaz.com/products/mage-wars-arena-druic-vs-necromancer-expansion-set,Sí,0.39
Mage Wars Arena: Forcemaster vs Warlord Expansion Set,40.0,24.4,https://gamersguildaz.com/products/mage-wars-arena-forcemaster-vs-warlord-expansion-set,Sí,0.39
Clinic: Deluxe Edition,80.0,48.8,https://gamersguildaz.com/products/clinic-deluxe-edition-all-in-bundle,Sí,0.39
Critical Mass: Patriot vs Iron Curtain,25.0,15.25,https://gamersguildaz.com/products/critical-mass,Sí,0.39
Mage Wars Arena: Battlegrounds Domination,45.0,27.45,https://gamersguildaz.com/products/mage-wars-arena-battlegrounds-domination,Sí,0.39
Bargain Quest: Black Market,25.0,15.25,https://gamersguildaz.com/products/bargain-quest-black-market,Sí,0.39
Dreadful Circus,40.0,24.4,https://gamersguildaz.com/products/copy-of-imperial-settlers-empires-of-the-north,Sí,0.39
RWBY: Combat Ready - Sub-Boss Expansion,20.0,12.2,https://gamersguildaz.com/products/rwby-combat-ready-sub-boss-expansion,Sí,0.39
Fuji Koro,90.0,54.9,https://gamersguildaz.com/products/fuji-koro,Sí,0.39
Mage Wars Arena: Core Spell Tome 2,20.0,12.2,https://gamersguildaz.com/products/mage-wars-arena-core-spell-tome-2,Sí,0.39
Mage Wars Arena: Paladin vs Siren Expansion Set,40.0,24.4,https://gamersguildaz.com/products/mage-wars-arena-paladin-vs-siren-expansion-set,Sí,0.39
RWBY: Combat Ready - Villains Expansion,20.0,12.2,https://gamersguildaz.com/products/rwby-combat-ready-villains-expansion,Sí,0.39
Detective: A Modern Crime Board Game - L.A. Crimes,30.0,18.3,https://gamersguildaz.com/products/detective-a-modern-crime-board-game-l-a-crimes,Sí,0.38999999999999996
Detective: A Modern Crime Board Game - Dig Deeper,15.0,9.15,https://gamersguildaz.com/products/detective-a-modern-crime-board-game-dig-deeper,Sí,0.38999999999999996
Detective: A Modern Crime Board Game - Petty Officers,15.0,9.15,https://gamersguildaz.com/products/detective-a-modern-crime-board-game-petty-officers,Sí,0.38999999999999996
Mage Wars Arena: Conquest of Kumanjaro Spell Tome Expansion,30.0,18.3,https://gamersguildaz.com/products/mage-wars-arena-conquest-of-kumanjaro-spell-expansion,Sí,0.38999999999999996
Tower of Madness,60.0,36.6,https://gamersguildaz.com/products/tower-of-madness,Sí,0.38999999999999996
Mage Wars Arena: Core Set,60.0,36.6,https://gamersguildaz.com/products/mage-wars-arena-core-set,Sí,0.38999999999999996
Mage Wars Arena: Forged in Fire Spell Tome Expansion,30.0,18.3,https://gamersguildaz.com/products/mage-wars-arena-forged-in-fire-spell-tome-expansion,Sí,0.38999999999999996
Mage Wars Academy: Core Set - Beastmaster vs Wizard,30.0,18.3,https://gamersguildaz.com/products/mage-wars-arena-core-set-beastmaster-vs-wizard,Sí,0.38999999999999996
Dark Souls The Board Game: Executioner's Chariot Expansion,69.95,42.68,https://gamersguildaz.com/products/copy-of-dark-souls-the-board-game-black-dragon-kalameet-expansion,Sí,0.3898498927805576
Goryo,34.99,21.35,https://gamersguildaz.com/products/goryo,Sí,0.38982566447556444
Dark Souls The Board Game: The Last Giant Expansion,59.95,36.58,https://gamersguildaz.com/products/dark-souls-the-board-game-the-last-giant-expansion,Sí,0.3898248540450376
Feudum: Windmills & Catapults,29.99,18.3,https://gamersguildaz.com/products/feudum-windmills-catapults-board-games,Sí,0.3897965988662887
Kingdom's Candy: Monsters,29.99,18.3,https://gamersguildaz.com/products/kingdoms-candy-monsters,Sí,0.3897965988662887
Skull Canyon: Ski Fest,39.95,24.38,https://gamersguildaz.com/products/skull-canyon-ski-fest,Sí,0.38973717146433046
Tesla vs. Edison: Powering Up!,19.99,12.2,https://gamersguildaz.com/products/tesla-vs-edison-powering-up-expansion,Sí,0.38969484742371185
Darwinauts,44.95,27.45,https://gamersguildaz.com/products/darwinauts,Sí,0.38932146829810904
Horizon Zero Dawn: The Board Game - The Stormbird Expansion,69.95,42.92,https://gamersguildaz.com/products/horizon-zero-dawn-the-board-game-the-stormbird-expansion,Sí,0.38641887062187275
Resident Evil 3: The Board Game - The City of Ruin,64.95,39.92,https://gamersguildaz.com/products/resident-evil-3-the-city-of-ruin-expansion,Sí,0.38537336412625095
Deadly Dinner: The Last Rose,44.99,27.78,https://gamersguildaz.com/products/deadly-dinner-the-last-rose,Sí,0.3825294509891087
Pastiche: Petite,39.99,24.88,https://gamersguildaz.com/products/petite-pastiche,Sí,0.37784446111527886
Dawn: Rise of the Occulites,175.0,108.89,https://gamersguildaz.com/products/dawn-rise-of-the-occulites,Sí,0.3777714285714286
Sanctum,64.95,40.42,https://gamersguildaz.com/products/sanctum-board-games,Sí,0.37767513471901465
Dinosaur World,59.95,37.31,https://gamersguildaz.com/products/dinosaur-world,No,0.3776480400333611
Century: A New World,39.99,24.96,https://gamersguildaz.com/products/century-a-new-world,Sí,0.3758439609902476
Resident Evil 3: The Board Game,99.95,62.92,https://gamersguildaz.com/products/resident-evil-3-the-board-game,Sí,0.37048524262131066
Circadians: First Light Second Edition,65.0,41.15,https://gamersguildaz.com/products/circadians-first-light-second-edition,Sí,0.36692307692307696
Lost Ruins of Arnak,59.95,37.96,https://gamersguildaz.com/products/lost-ruins-of-arnak,No,0.3668056713928274
Roll Player,59.95,37.96,https://gamersguildaz.com/products/roll-player-board-games,Sí,0.3668056713928274
Ultimate Werewolf Deluxe Edition,24.99,15.84,https://gamersguildaz.com/products/ultimate-werewolf-deluxe-edition,No,0.36614645858343337
One Night Ultimate Werewolf Daybreak,24.99,15.84,https://gamersguildaz.com/products/one-night-ultimate-werewolf-daybreak-board-games,No,0.36614645858343337
Tiny Epic Kingdoms,30.0,19.03,https://gamersguildaz.com/products/tiny-epic-kingdoms-board-games,Sí,0.36566666666666664
Robinson Crusoe: Adventures on the Cursed Island - Mystery Tales,50.0,31.72,https://gamersguildaz.com/products/robinson-crusoe-mystery-tales-expansion-board-games,Sí,0.36560000000000004
Villainous: Disney - Despicable Plots,34.99,22.2,https://gamersguildaz.com/products/disney-villainous-despicable-plots,Sí,0.36553300943126615
Root: Riverfolk Expansion,40.0,25.38,https://gamersguildaz.com/products/root-riverfolk-expansion-board-games,Sí,0.36550000000000005
Mariposas,49.99,31.72,https://gamersguildaz.com/products/mariposas,No,0.36547309461892385
Coup: Rebellion G54,29.99,19.03,https://gamersguildaz.com/products/coup-rebellion-g54-board-games,Sí,0.365455151717239
Munchkin: Warhammer Age of Sigmar - Death and Destruction,19.95,12.66,https://gamersguildaz.com/products/munchkin-warhammer-age-of-sigmar-death-and-destruction,Sí,0.3654135338345864
Munchkin: Warhammer 40k - Cults and Cogs,19.95,12.66,https://gamersguildaz.com/products/munchkin-warhammer-40k-cults-and-cogs,Sí,0.3654135338345864
Einstein: His Amazing Life and Incomparable Science,24.99,15.86,https://gamersguildaz.com/products/einstein,Sí,0.36534613845538216
Munchkin: Zombies,29.95,19.01,https://gamersguildaz.com/products/munchkin-zombies-core-board-games,Sí,0.3652754590984974
Munchkin,29.95,19.01,https://gamersguildaz.com/products/munchkin-core-board-games,Sí,0.3652754590984974
"Aeon's End: The Depths Expansion, 2nd Edition",19.99,12.69,https://gamersguildaz.com/products/aeons-end-the-depths-expansion-2nd-edition-board-games,Sí,0.3651825912956478
King of Tokyo: King Kong Monster Pack,10.99,6.98,https://gamersguildaz.com/products/king-of-tokyo-king-kong-monster-pack,Sí,0.364877161055505
Clinic: Deluxe Edition - 4th Extension,24.95,15.93,https://gamersguildaz.com/products/clinic-deluxe-edition-4th-extension,Sí,0.3615230460921844
Horizon Zero Dawn: The Board Game - The Sacred Land Expansion,74.95,47.92,https://gamersguildaz.com/products/horizon-zero-dawn-the-board-game-the-sacred-land-expansion,Sí,0.3606404269513009
Mouse Cheese Cat Cucumber,14.99,9.62,https://gamersguildaz.com/products/mouse-cheese-cat-cucumber,No,0.3582388258839227
Dominion,44.95,28.85,https://gamersguildaz.com/products/dominion-2nd-edition-board-games,No,0.3581757508342603
Dead of Winter,69.99,44.96,https://gamersguildaz.com/products/dead-of-winter-fantasy-flight-games,Sí,0.3576225175025003
Dominion: Adventures,44.95,28.95,https://gamersguildaz.com/products/dominion-adventures,Sí,0.35595105672969973
Architects of the West Kingdom,60.0,38.67,https://gamersguildaz.com/products/architects-of-the-west-kingdom,No,0.3555
Mississippi Queen,49.99,32.29,https://gamersguildaz.com/products/mississippi-queen-pre-order,Sí,0.3540708141628326
Ticket to Ride: London,24.99,16.15,https://gamersguildaz.com/products/ticket-to-ride-london-days-of-wonder,No,0.35374149659863946
Zombicide: 9 Double Sided Game Tiles,24.99,16.15,https://gamersguildaz.com/products/zombicide-9-double-sided-game-tiles,Sí,0.35374149659863946
Zombicide: Special Guest Art Box - John Kovalic,24.99,16.15,https://gamersguildaz.com/products/zombicide-special-guest-art-box-john-kovalic-1,No,0.35374149659863946
Recto Verso,24.99,16.15,https://gamersguildaz.com/products/recto-verso-pre-order,Sí,0.35374149659863946
Zombicide: Special Guest Art Box - Kevin Walker,24.99,16.15,https://gamersguildaz.com/products/copy-of-zombicide-special-guest-art-box-kevin-walker,No,0.35374149659863946
Zombicide: Special Guest Art Box - Miguel Coimbra,24.99,16.15,https://gamersguildaz.com/products/zombicide-special-guest-art-box-miguel-coimbra,No,0.35374149659863946
Arkham Horror The Card Game: Mythos Pack - Into the Maelstrom,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-into-the-maelstrom,Sí,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - The Lair of Dagon,16.99,10.98,https://gamersguildaz.com/products/arkham-horror-lcg-the-lair-of-dagon,Sí,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - Black Stars Rise,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-black-stars-rise-fantasy-flight-games,Sí,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - Before the Black Throne,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-before-the-black-throne-fantasy-flight-games,Sí,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - The Miskatonic Museum,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-the-miskatonic-museum-fantasy-flight-games,Sí,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - The Pallid Mask,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-the-pallid-mask-fantasy-flight-games,No,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - A Phantom of Truth,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-a-phantom-of-truth-fantasy-flight-games,No,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - The Essex County Express,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-the-essex-county-express-fantasy-flight-games,No,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - In the Clutches of Chaos,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-in-the-clutches-of-chaos-fantasy-flight-games,No,0.3537374926427309
Arkham Horror The Card Game: Mythos Pack - Union and Disillusion,16.99,10.98,https://gamersguildaz.com/products/ah-lcg-union-and-disillusion-fantasy-flight-games,No,0.3537374926427309
Cosmic Encounter: Cosmic Alliance,27.99,18.09,https://gamersguildaz.com/products/cosmic-alliance-fantasy-flight-games,No,0.35369774919614144
Zombicide: Tiles Set,19.99,12.92,https://gamersguildaz.com/products/zombiecide-zombie-soldier-set,Sí,0.35367683841920955
Professor Evil and the Architects of Magic,19.99,12.92,https://gamersguildaz.com/products/professor-evil-and-the-architects-of-mag-funforge,No,0.35367683841920955
Pandemic: Hot Zone - North America,19.99,12.92,https://gamersguildaz.com/products/pandemic-hot-zone-north-america-zman-games,No,0.35367683841920955
Carcassonne: Expansion 2 - Traders & Builders,19.99,12.92,https://gamersguildaz.com/products/carcassonne-exp-2-traders-builders-zman-games,Sí,0.35367683841920955
Agricola: Dulcinaria Deck,19.99,12.92,https://gamersguildaz.com/products/agricola-dulcinaria-deck-expansion-lookout-games,Sí,0.35367683841920955
"Carcassonne: Expansion 8 -  Bridges, Castles, and Bazaars",19.99,12.92,https://gamersguildaz.com/products/carcassonne-exp-8-bridges-castles-bazaa-zman-games,Sí,0.35367683841920955
Take The Gold,19.99,12.92,https://gamersguildaz.com/products/take-the-gold,Sí,0.35367683841920955
Carcassonne: Expansion 9 - Hills & Sheep,19.99,12.92,https://gamersguildaz.com/products/carcassonne-exp-9-hills-sheep-zman-games,Sí,0.35367683841920955
Dixit: Quest,30.0,19.39,https://gamersguildaz.com/products/dixit-quest-expansion,Sí,0.35366666666666663
Arkham Horror: Secrets of the Order,44.99,29.08,https://gamersguildaz.com/products/arkham-horror-secrets-of-the-order-fantasy-flight-games,Sí,0.35363414092020456
Marvel Champions: The Rise of Red Skull Expansion,44.99,29.08,https://gamersguildaz.com/products/marvel-champions-the-rise-of-red-skull,Sí,0.35363414092020456
Marvel Champions: The Galaxy's Most Wanted Expansion,44.99,29.08,https://gamersguildaz.com/products/marvel-champions-the-galaxys-most-wanted-expansion,Sí,0.35363414092020456
Catan: Family Edition,36.99,23.91,https://gamersguildaz.com/products/catan-family-edition-catan-studio,Sí,0.3536090835360909
UNLOCK! Exotic Adventures,36.99,23.91,https://gamersguildaz.com/products/unlock-exotic-adventures,No,0.3536090835360909
UNLOCK! Epic Adventures,36.99,23.91,https://gamersguildaz.com/products/unlock-epic-adventures,Sí,0.3536090835360909
One Key,36.99,23.91,https://gamersguildaz.com/products/the-one-key-libellud,Sí,0.3536090835360909
UNLOCK! Secret Adventures,36.99,23.91,https://gamersguildaz.com/products/unlock-secret-adventures,No,0.3536090835360909
Munchkin Dungeon: Cute as a Button,39.99,25.85,https://gamersguildaz.com/products/munchkin-dungeon-cute-as-a-button-cmon,Sí,0.3535883970992748
Blue Moon City,39.99,25.85,https://gamersguildaz.com/products/blue-moon-city-cmon,No,0.3535883970992748
7 Wonders Armada (New Edition),39.99,25.85,https://gamersguildaz.com/products/7-wonders-armada-new-edition-repos-production,Sí,0.3535883970992748
Pandemic: Rapid Response,39.99,25.85,https://gamersguildaz.com/products/pandemic-rapid-response-zman-games,Sí,0.3535883970992748
Arkham Horror: The Road to Innsmouth Deluxe Edition,39.99,25.85,https://gamersguildaz.com/products/the-road-to-innsmouth-deluxe-edition,Sí,0.3535883970992748
Mystery House: Adventures in a Box,39.99,25.85,https://gamersguildaz.com/products/mystery-house-adventures-in-a-box,Sí,0.3535883970992748
Professor Evil and the Citadel of Time,39.99,25.85,https://gamersguildaz.com/products/professor-evil-and-the-citadel-of-time-funforge,No,0.3535883970992748
Starcadia Quest: Build-a-Robot,39.99,25.85,https://gamersguildaz.com/products/starcadia-quest-buildarobot-cmon,No,0.3535883970992748
Disney Sidekicks,14.0,9.05,https://gamersguildaz.com/products/disney-sidekicks,Sí,0.35357142857142854
Zombicide: Team Building Deck,14.99,9.69,https://gamersguildaz.com/products/zombicide-team-building-deck,No,0.3535690460306872
Zombicide: 3D Doors,14.99,9.69,https://gamersguildaz.com/products/zombicide-3d-doors-1,No,0.3535690460306872
Catan: Dice Game,14.99,9.69,https://gamersguildaz.com/products/catan-dice-game,Sí,0.3535690460306872
Kemet: Seth,59.99,38.78,https://gamersguildaz.com/products/kemet-seth-expansion-matagot,No,0.35355892648774795
The Siege of Runedar,59.99,38.78,https://gamersguildaz.com/products/the-siege-of-runedar,Sí,0.35355892648774795
Alubari,59.99,38.78,https://gamersguildaz.com/products/alubari-studio-h,No,0.35355892648774795
Catan: Game of Thrones 5-6 Player Extension,49.95,32.29,https://gamersguildaz.com/products/catan-a-game-of-thrones-56-player-fantasy-flight-games,No,0.3535535535535536
Eldritch Horror: Mountains of Madness,54.99,35.55,https://gamersguildaz.com/products/eldritch-horror-mountains-of-madness-fantasy-flight-games,Sí,0.35351882160392806
Eldritch Horror: Under the Pyramids,54.99,35.55,https://gamersguildaz.com/products/eldritch-horror-under-the-pyramids-fantasy-flight-games,No,0.35351882160392806
1880: China,74.99,48.48,https://gamersguildaz.com/products/1880-china,Sí,0.3535138018402454
Paleo,63.99,41.37,https://gamersguildaz.com/products/paleo-zman-games,Sí,0.35349273323956876
Troyes,63.99,41.37,https://gamersguildaz.com/products/troyes-pearl-games,Sí,0.35349273323956876
Pandemic: Legacy Season 2 (Black Edition),89.99,58.18,https://gamersguildaz.com/products/pandemic-legacy-season-2-black-ed-zman-games,Sí,0.3534837204133792
Catan: Legend of the Conquerors,46.99,30.38,https://gamersguildaz.com/products/catan-legend-of-the-conquerers-catan-studio,Sí,0.35347946371568423
Living Planet,69.99,45.25,https://gamersguildaz.com/products/living-planet-ludically,No,0.3534790684383483
Arkham Horror The Card Game: The Circle Undone - CAMPAIGN Expansion,69.99,45.25,https://gamersguildaz.com/products/arkham-horror-the-card-game-the-circle-undone-campaign-expansion,Sí,0.3534790684383483
Arkham Horror The Card Game: The Forgotten Age Campaign Expansion,69.99,45.25,https://gamersguildaz.com/products/arkham-horror-the-card-game-the-forgotten-age-campaign-expansion,Sí,0.3534790684383483
Arkham Horror The Card Game: The Scarlet Keys Campaign Expansion,69.99,45.25,https://gamersguildaz.com/products/arkham-horror-the-scarlet-keys-campaign-expansion,Sí,0.3534790684383483
Coimbra,69.99,45.25,https://gamersguildaz.com/products/coimbra,Sí,0.3534790684383483
Until Daylight,49.99,32.32,https://gamersguildaz.com/products/until-daylight-flyos,No,0.3534706941388278
Pandemic: The Cure - Experimental Meds,49.99,32.32,https://gamersguildaz.com/products/pandemic-the-cure-experimental-meds-zman-games,Sí,0.3534706941388278
Almanac: The Dragon Road,49.99,32.32,https://gamersguildaz.com/products/almanac-the-dragon-road-matagot,No,0.3534706941388278
Marco Polo II: In the Service of the Khan,75.99,49.13,https://gamersguildaz.com/products/marco-polo-iiin-the-service-of-the-khan-zman-games,Sí,0.3534675615212527
Age of Towers,59.95,38.76,https://gamersguildaz.com/products/age-of-towers-devil-pigs,No,0.3534612176814012
My Hero Academia: Plus Ultra! Board Game,29.99,19.39,https://gamersguildaz.com/products/my-hero-academia-plus-ultra-board-game,Sí,0.3534511503834611
Zombicide: Box of Zombies Set #7 - Lost Zombivors,29.99,19.39,https://gamersguildaz.com/products/zombicide-lost-zombivors-box-of-zombies-set-7,No,0.3534511503834611
Mysterium Park,29.99,19.39,https://gamersguildaz.com/products/mysterium-park-libellud,Sí,0.3534511503834611
Pandemic: Contagion,29.99,19.39,https://gamersguildaz.com/products/pandemic-contagion-zman-games,No,0.3534511503834611
Decipher,29.99,19.39,https://gamersguildaz.com/products/decipher-heidelbear,Sí,0.3534511503834611
Mysterium: Hidden Signs,29.99,19.39,https://gamersguildaz.com/products/mysterium-hidden-signs-libellud,Sí,0.3534511503834611
Abyss: Kraken Expansion,29.99,19.39,https://gamersguildaz.com/products/abyss-kraken-expansion-bombyx,Sí,0.3534511503834611
Bug Hunt,29.99,19.39,https://gamersguildaz.com/products/bug-hunt-cmon,Sí,0.3534511503834611
Zombicide: Ultimate Survivors #1,29.99,19.39,https://gamersguildaz.com/products/zombicide-ultimate-survivors,Sí,0.3534511503834611
Scythe,90.0,58.19,https://gamersguildaz.com/products/scythe-board-games,Sí,0.35344444444444445
The Palaces of Carrara,70.0,45.26,https://gamersguildaz.com/products/palaces-of-carrara,Sí,0.3534285714285715
Bloodborne The Board Game: Chalice Dungeon,79.99,51.72,https://gamersguildaz.com/products/bloodborne-chalice-dungeon-expansion-cmon,Sí,0.3534191773971746
Nemesis: Carnomorph Expansion,79.99,51.72,https://gamersguildaz.com/products/nemesis-carnomorph-expansion,Sí,0.3534191773971746
Starcadia Quest,79.99,51.72,https://gamersguildaz.com/products/starcadia-quest-cmon,No,0.3534191773971746
Imperial Settlers,50.0,32.33,https://gamersguildaz.com/products/imperial-settlers-board-games,Sí,0.35340000000000005
Tainted Grail: Age of Legends & Last Knight Campaigns,109.0,70.48,https://gamersguildaz.com/products/tainted-grail-stretch-goals,Sí,0.353394495412844
Dice Hospital,54.99,35.56,https://gamersguildaz.com/products/dice-hospital-board-games,Sí,0.35333697035824696
Charterstone: Recharge Pack,30.0,19.4,https://gamersguildaz.com/products/charterstone-recharge-pack-board-games,No,0.3533333333333334
Pendulum,60.0,38.8,https://gamersguildaz.com/products/pendulum,Sí,0.3533333333333334
Cult of the Deep,45.0,29.1,https://gamersguildaz.com/products/cult-of-the-deep,Sí,0.3533333333333333
Godspeed,59.95,38.77,https://gamersguildaz.com/products/godspeed,No,0.35329441201000833
Ishtar,49.99,32.33,https://gamersguildaz.com/products/ishtar,Sí,0.3532706541308262
Villainous: Disney - Perfectly Wretched,34.99,22.63,https://gamersguildaz.com/products/disney-villainous,Sí,0.35324378393826816
The Mind: Extreme,14.95,9.67,https://gamersguildaz.com/products/the-mind-extreme,No,0.3531772575250836
Tutankhamun,29.99,19.4,https://gamersguildaz.com/products/tutankhamun,Sí,0.35311770590196734
Free Ride,59.95,38.8,https://gamersguildaz.com/products/free-ride,Sí,0.3527939949958299
Sailor Moon Crystal: Imposterous,39.95,25.86,https://gamersguildaz.com/products/sailor-moon-crystal-imposterous-board-game,Sí,0.3526908635794744
UNLOCK! Mystery Adventures,36.99,23.96,https://gamersguildaz.com/products/unlock-mystery-adventures,Sí,0.35225736685590703
UNLOCK! Mythic Adventures,36.99,23.96,https://gamersguildaz.com/products/unlock-mythic-adventures-space-cowboys,Sí,0.35225736685590703
UNLOCK! Heroic Adventures,36.99,23.96,https://gamersguildaz.com/products/unlock-heroic-adventures,Sí,0.35225736685590703
UNLOCK! Timeless Adventures,36.99,23.96,https://gamersguildaz.com/products/unlock-timeless-adventures-space-cowboys,Sí,0.35225736685590703
Machi Koro,29.95,19.4,https://gamersguildaz.com/products/machi-koro-5th-anniversary-board-games,Sí,0.3522537562604341
Silver & Gold,19.95,12.93,https://gamersguildaz.com/products/silver-gold-board-games,Sí,0.3518796992481203
Carcassonne: Expansion 3 - The Princess & The Dragon,19.99,12.96,https://gamersguildaz.com/products/carcassonne-exp-3-the-princess-the-dr-zman-games,Sí,0.3516758379189594
Hero Realms: The Lost Village Campaign Deck,23.99,15.56,https://gamersguildaz.com/products/hero-realms-the-lost-village-campaign-deck,Sí,0.3513964151729887
